"sample_a","sample_b","spl_comb","species_a","species_b","sp_comb","Phylum_taxo_q0","Phylum_taxo_q1","Phylum_taxo_q2","Phylum_phylo_q0","Phylum_phylo_q1","Phylum_phylo_q2","Class_taxo_q0","Class_taxo_q1","Class_taxo_q2","Class_phylo_q0","Class_phylo_q1","Class_phylo_q2","Order_taxo_q0","Order_taxo_q1","Order_taxo_q2","Order_phylo_q0","Order_phylo_q1","Order_phylo_q2","Family_taxo_q0","Family_taxo_q1","Family_taxo_q2","Family_phylo_q0","Family_phylo_q1","Family_phylo_q2","Genus_taxo_q0","Genus_taxo_q1","Genus_taxo_q2","Genus_phylo_q0","Genus_phylo_q1","Genus_phylo_q2","OTU_taxo_q0","OTU_taxo_q1","OTU_taxo_q2","OTU_phylo_q0","OTU_phylo_q1","OTU_phylo_q2"
"F-F215-B","F-F116-B","F-F116-B__F-F215-B","Pagrus_pagrus","Sarpa_salpa","Pagrus_pagrus__Sarpa_salpa",0.6,0.0887183981123119,0.0918569966458627,0.45509390015483,0.0710305052206279,0.060264458165898,0.5,0.393237173653741,0.598058876758845,0.406007413094819,0.271372443405686,0.262431983194833,0.6,0.508078973143778,0.650575493533237,0.49237519524185,0.308939318102231,0.268763603329127,0.611111111111111,0.593955109522696,0.786317949043964,0.504692109818482,0.400010467296188,0.398353241459903,0.753424657534246,0.785117699206267,0.938529086203792,0.618644078090642,0.402912405264827,0.261172045285242,0.936507936507937,0.984853633232004,0.99868302480262,0.7730370715006,0.432985309461155,0.194620596209562
"F-F216-B","F-F116-B","F-F116-B__F-F216-B","Sarpa_salpa","Sparus_aurata","Sarpa_salpa__Sparus_aurata",0.555555555555556,0.190156368613936,0.280334035476844,0.413125454299791,0.158938023872436,0.181890216335823,0.466666666666667,0.319501620581765,0.442303181805056,0.385540952603016,0.238970366176833,0.244343657113144,0.6,0.460193403588832,0.492182281750349,0.492147412825624,0.298287988248461,0.247435698029626,0.533333333333333,0.472538824652165,0.445232926983869,0.449217494943356,0.336898386884649,0.315259309406614,0.7,0.624151570453379,0.456769779060704,0.576613383829006,0.342114535593113,0.205164033531627,0.789473684210526,0.842325754132627,0.915397086975236,0.621891863544159,0.396073770305944,0.205448364872416
"F-F218-B","F-F116-B","F-F116-B__F-F218-B","Diplodus_puntazzo","Sarpa_salpa","Diplodus_puntazzo__Sarpa_salpa",0.538461538461539,0.214200374948507,0.282333276917178,0.4331746934908,0.171563861419248,0.171158171032744,0.473684210526316,0.551452955782818,0.767357253240959,0.388689224876954,0.38108576248519,0.334589358921659,0.692307692307692,0.661850328578923,0.828492420312048,0.502149144637871,0.419139441665672,0.340016209665549,0.67741935483871,0.738962773576088,0.870100831316019,0.513762908597891,0.50893213386829,0.475301089020074,0.818181818181818,0.82077669395983,0.93344573700057,0.637810681515043,0.457351829077149,0.287721797296363,0.980295566502463,0.996314761465606,0.999843521222805,0.759244049435444,0.466941445350261,0.213211854464735
"F-F219-B","F-F116-B","F-F116-B__F-F219-B","Diplodus_vulgaris","Sarpa_salpa","Diplodus_vulgaris__Sarpa_salpa",0.333333333333333,0.67246283730492,0.801836391009593,0.222878931360879,0.51491904997944,0.468676322779739,0.5,0.737262322473778,0.863497945954075,0.352302136102825,0.553217682624917,0.488243894833887,0.818181818181818,0.949085613921312,0.988970797594868,0.478916651367283,0.632801690966178,0.516959942831497,0.846153846153846,0.948301370559368,0.986862103869594,0.539990351261721,0.74001617211455,0.700731059817296,0.928571428571429,0.974687608149213,0.998989503284156,0.693099598953872,0.638760224357039,0.479981752576269,1.01694915254237,1,1,0.827110908398966,0.640339799325985,0.433554129739237
"F-F232-B","F-F116-B","F-F116-B__F-F232-B","Sarpa_salpa","Sparus_aurata","Sarpa_salpa__Sparus_aurata",0.6,0.169065197508574,0.236386105518295,0.45509390015483,0.138199437466873,0.156820520424085,0.5,0.586446700052359,0.756462988005633,0.406007413094819,0.417291318355962,0.374309432648409,0.642857142857143,0.659146324126216,0.82177776262662,0.528887715147492,0.449433819360121,0.375994076374589,0.696969696969697,0.676984954117591,0.780773218635184,0.573375210391506,0.529046795817929,0.508764050799427,0.818181818181818,0.707476481374433,0.77855022013212,0.690800761543958,0.462638248596353,0.321603067574569,0.936170212765957,0.928625875416823,0.972360143722512,0.806897879424496,0.475384810637584,0.260948546514794
"F-F234-B","F-F116-B","F-F116-B__F-F234-B","Diplodus_vulgaris","Sarpa_salpa","Diplodus_vulgaris__Sarpa_salpa",0.4,0.212740713032148,0.299940337512179,0.314200334422446,0.174030683023661,0.188140496105621,0.5,0.333444292515444,0.490790008907888,0.364423229366314,0.243922456597425,0.244494129534853,0.619047619047619,0.435093594353901,0.533648185905082,0.442539215108952,0.284834217611835,0.251154230352341,0.615384615384615,0.600463270030366,0.77301237029293,0.478138243762234,0.424130575198143,0.435382861668565,0.807692307692308,0.865834906470117,0.973041512500071,0.61806372685055,0.444343174927646,0.279902389426653,0.984555984555985,0.99697717677394,0.999883778259555,0.792380262217764,0.451754429960369,0.200467022778495
"F-F238-B","F-F116-B","F-F116-B__F-F238-B","Pagellus_erythrinus","Sarpa_salpa","Pagellus_erythrinus__Sarpa_salpa",0.25,0.354720390564024,0.497335963389439,0.174732432295469,0.281712367616137,0.309263729770601,0.428571428571429,0.416768872045373,0.571602490961898,0.308663812140016,0.321755360129881,0.331481794688106,0.785714285714286,0.51873499105837,0.595385751623822,0.550558826938811,0.370921725564659,0.330219653944596,0.757575757575758,0.52412914040569,0.552335914568296,0.539128768917308,0.431761294752598,0.438671893135823,0.876923076923077,0.600232141384477,0.619365944315935,0.682751779771887,0.407740181030609,0.308483333610064,0.943127962085308,0.778439056983639,0.727486212661046,0.790229775605843,0.46026410272031,0.275965474779726
"F-F252-B","F-F116-B","F-F116-B__F-F252-B","Sarpa_salpa","Sarpa_salpa","Sarpa_salpa__Sarpa_salpa",0.333333333333333,0.024563721600521,0.0313210839251754,0.242648725110176,0.0204803644174869,0.0227049196098121,0.466666666666667,0.0884820557330126,0.0761941076167789,0.360211740174588,0.0674912214856938,0.0484283944315174,0.444444444444444,0.0924303573920673,0.0781139405520412,0.35864925950717,0.069113644997622,0.0489864719597253,0.555555555555556,0.127131644825756,0.168956493929794,0.45531190953039,0.101885218870218,0.111939675499101,0.407407407407407,0.187603971199736,0.196812190698659,0.333783613670305,0.106266755479609,0.0830185303921187,0.496124031007752,0.623354999296519,0.845664151620161,0.364667440616881,0.148938580856237,0.0844770029231778
"F-F256-B","F-F116-B","F-F116-B__F-F256-B","Sarpa_salpa","Sarpa_salpa","Sarpa_salpa__Sarpa_salpa",0.428571428571429,0.0384153113940411,0.0119526016578011,0.285630179625908,0.0320491704763284,0.00950445725934501,0.5,0.0731177748975997,0.0168569762281678,0.35833250858435,0.0599689745830854,0.0131748124339102,0.571428571428571,0.081342475141392,0.0167848149770411,0.403664395983779,0.0634474795628341,0.0131450276831284,0.578947368421053,0.0869020364412807,0.0200539761257279,0.415328013159845,0.0752314437817379,0.0177397397589607,0.571428571428571,0.117787583763404,0.0221089318136753,0.40739304533993,0.0783860217758634,0.0150573447584947,0.565217391304348,0.179353354553829,0.0409007208347851,0.420530708094916,0.0988954424518471,0.0203059426631838
"F-F264-B","F-F116-B","F-F116-B__F-F264-B","Diplodus_annularis","Sarpa_salpa","Diplodus_annularis__Sarpa_salpa",0.428571428571429,0.248196436435836,0.371735211905619,0.287189205110807,0.199972192602138,0.229814553746229,0.384615384615385,0.285915613998835,0.42613514960821,0.299261800264852,0.219808525234187,0.235892073135227,0.6,0.399366564157897,0.454005598668272,0.446284249597233,0.2621791159477,0.234034849192263,0.6,0.499825958080152,0.643297500572843,0.474346258942969,0.370756575234035,0.407109846212382,0.795918367346939,0.78757342089719,0.903710863435943,0.630437872568612,0.412053795335152,0.289441989153601,0.981042654028436,0.997774979507458,0.999952372326239,0.779065556717607,0.432802081096288,0.215345316708055
"F-F266-B","F-F116-B","F-F116-B__F-F266-B","Diplodus_vulgaris","Sarpa_salpa","Diplodus_vulgaris__Sarpa_salpa",0.333333333333333,0.144643506747705,0.25870410432553,0.226945809209373,0.121142515538812,0.173827683497414,0.333333333333333,0.204583021158973,0.355155091096876,0.254885860834674,0.160846406038783,0.209412047835698,0.375,0.2109305604794,0.345685788490807,0.289227085231509,0.1609390020729,0.200807600062815,0.428571428571429,0.359189956925075,0.417549915576065,0.333075594501964,0.2590003520909,0.297866968966154,0.675675675675676,0.459560388294905,0.445303113704348,0.48211430001042,0.248679873978116,0.198878293128659,0.783505154639175,0.697072889454882,0.701343586155553,0.597419661249114,0.271724054395078,0.172392496777942
"F-F267-B","F-F116-B","F-F116-B__F-F267-B","Diplodus_annularis","Sarpa_salpa","Diplodus_annularis__Sarpa_salpa",0.4,0.593155388901315,0.731294376237767,0.32472377909528,0.460343983270471,0.423364099096199,0.571428571428571,0.775025424586972,0.938610694615793,0.46250319306404,0.564301005466786,0.479118099619749,0.888888888888889,0.977477298328467,0.998800868324647,0.684420007209863,0.64860268424971,0.486613592030691,0.904761904761905,0.976899259441096,0.998472192874356,0.704094371199893,0.754454563583303,0.677714664034152,0.951219512195122,0.982577367140117,0.999139615257019,0.792216680740102,0.649744073712597,0.438255792889109,1,0.996542846222547,0.999446877238438,0.866188722357267,0.649186388530986,0.374903954154427
"F-F268-B","F-F116-B","F-F116-B__F-F268-B","Boops_boops","Sarpa_salpa","Boops_boops__Sarpa_salpa",0.333333333333333,0.0985561757733646,0.172546084709317,0.238528478021082,0.0830424067419457,0.118753378480127,0.454545454545455,0.132463405188103,0.178399030983558,0.338797496092605,0.10823435134187,0.122535434948114,0.466666666666667,0.134388747062943,0.166896928244178,0.368254573147096,0.108818581941281,0.117580493657517,0.555555555555556,0.363470721768141,0.550054517810181,0.443054607916696,0.28195685116719,0.353759893674446,0.619047619047619,0.647031663197209,0.758838892420066,0.516276738685672,0.31839964963817,0.254450167876056,0.767955801104972,0.714430920220616,0.756397131592086,0.651712916451668,0.31639119722479,0.178817527671978
"F-F272-B","F-F116-B","F-F116-B__F-F272-B","Boops_boops","Sarpa_salpa","Boops_boops__Sarpa_salpa",0.333333333333333,0.0845844312484139,0.136529458714761,0.255492185621781,0.0711102007332804,0.0942302680004228,0.333333333333333,0.129249806718096,0.158493881898321,0.275685649120999,0.101656535462872,0.102845647640604,0.428571428571429,0.135767161102359,0.158201564714138,0.333080129344755,0.104232807952467,0.102549884639634,0.44,0.145424841340687,0.228397405423933,0.369646645804371,0.129153940661324,0.173043579879049,0.48,0.289824972516139,0.277243509497176,0.414950924596134,0.16257785161352,0.129865997242485,0.748878923766816,0.878720957669481,0.969494354455962,0.585844593041392,0.330333796244847,0.183127413066642
"F-F275-B","F-F116-B","F-F116-B__F-F275-B","Boops_boops","Sarpa_salpa","Boops_boops__Sarpa_salpa",0.25,0.187091065253487,0.323967660989569,0.174732389704729,0.154528546369326,0.221104086402986,0.230769230769231,0.237517811821902,0.38160076723318,0.161422683621763,0.181294631473177,0.214320729095218,0.5,0.241459552060773,0.383248635303053,0.299711195443922,0.182877605050322,0.213053297829644,0.612903225806452,0.458572545841808,0.65182105909226,0.423169201954627,0.356745778593151,0.417741757936186,0.753846153846154,0.723768667825623,0.891895419896964,0.566352880596269,0.375898771496268,0.280369499116762,0.896995708154506,0.921368877876455,0.968149991364569,0.706578659238542,0.38939526877163,0.213154323381096
"F-F283-B","F-F116-B","F-F116-B__F-F283-B","Diplodus_vulgaris","Sarpa_salpa","Diplodus_vulgaris__Sarpa_salpa",0.25,0.241601630325491,0.283501820434094,0.174732432295469,0.190767303337362,0.169921045884329,0.818181818181818,0.703176292523176,0.851022440565256,0.591490652650535,0.44398073482234,0.327038101382506,0.875,0.958424916452131,0.994305308702115,0.652010441856508,0.534754015842168,0.344305225144493,0.9,0.957882329130358,0.992533627159855,0.701034430389897,0.619048542127481,0.456275230946659,0.941176470588235,0.971966358713586,0.99774053065651,0.776609992611191,0.534449058762019,0.283968441407021,1.01369863013699,0.999999999999999,1,0.863265996660138,0.534516229668061,0.215678434932589
"F-F291-B","F-F116-B","F-F116-B__F-F291-B","Diplodus_vulgaris","Sarpa_salpa","Diplodus_vulgaris__Sarpa_salpa",0.2,0.157761721829746,0.235443736758065,0.129921244770378,0.132091379417024,0.168882483832229,0.4,0.569094607157211,0.73331874719148,0.278586522503249,0.407626584567169,0.372217209655462,0.428571428571429,0.68211484266002,0.870048512145495,0.29522346954897,0.444979369584817,0.379762664154567,0.578947368421053,0.69723147356518,0.856972684972984,0.398499815774037,0.524331444980247,0.512356290997837,0.837837837837838,0.944658114142188,0.990577564156794,0.604120756056046,0.486384240529699,0.336164686113497,0.962732919254658,0.994084984600053,0.999619657104353,0.748973916470319,0.495810051177313,0.275321315379224
"F-F293-B","F-F116-B","F-F116-B__F-F293-B","Diplodus_vulgaris","Sarpa_salpa","Diplodus_vulgaris__Sarpa_salpa",0.555555555555556,0.440088497138821,0.593379548370477,0.407095789520327,0.34683684945153,0.405178853692861,0.428571428571429,0.50224949713276,0.692202753693485,0.345789374523446,0.395709259823994,0.458166414682396,0.444444444444444,0.521258063492692,0.701898823431464,0.359796871877073,0.397299248816633,0.429867284055947,0.454545454545455,0.556736363368797,0.671937253671185,0.381076228583269,0.490716709384674,0.57121985301214,0.636363636363636,0.785134680160049,0.885228430590056,0.506039573205874,0.453789197636882,0.407645513204791,0.874285714285714,0.917060597277471,0.986134196329684,0.694449748893949,0.485849544921973,0.379137971386178
"F-F298-B","F-F116-B","F-F116-B__F-F298-B","Diplodus_puntazzo","Sarpa_salpa","Diplodus_puntazzo__Sarpa_salpa",0.454545454545455,0.527396736430758,0.663980034827791,0.360969187793186,0.418987840065468,0.370947852459185,0.529411764705882,0.661758313423039,0.824200709121153,0.389751864814058,0.487946203535907,0.409762257751869,0.727272727272727,0.953849131054485,0.989829932426281,0.502687744841532,0.604562481073005,0.438390560977456,0.652173913043478,0.951479702271652,0.988395802958946,0.475269363019952,0.712674809197728,0.661870725715289,0.84,0.977021294766418,0.996218091885661,0.6523046271517,0.61232412786585,0.376391176480188,0.925531914893617,0.991968163187243,0.999072165765504,0.758064095048214,0.611733118122022,0.306993065434408
"F-F309-B","F-F116-B","F-F116-B__F-F309-B","Sarpa_salpa","Sparus_aurata","Sarpa_salpa__Sparus_aurata",0,0.482238693600311,0.618387109508697,0,0.395541170327635,0.446370165025096,0.272727272727273,0.607457046439569,0.73854058254841,0.187867136277025,0.490056367238884,0.518483810354616,0.619047619047619,0.63444127548826,0.753156269893858,0.389282856797164,0.503698037923179,0.521121978660228,0.703703703703704,0.651859765807761,0.730410880253344,0.4898055418484,0.596305738440566,0.654278420373418,0.755102040816326,0.670885527526653,0.730248786701008,0.583657730255143,0.520388258646054,0.496236870190288,0.891304347826087,0.971209195740325,0.995269134461461,0.726840936826814,0.53189160801171,0.465077204564941
"F-F310-B","F-F116-B","F-F116-B__F-F310-B","Diplodus_vulgaris","Sarpa_salpa","Diplodus_vulgaris__Sarpa_salpa",0.2,0.101570949631899,0.141360235367706,0.129921244770378,0.0853765232989443,0.102146245838945,0.4,0.381244306619121,0.391626285238649,0.300014716191197,0.272553073118998,0.222646663733602,0.647058823529412,0.477071749139111,0.400411454023413,0.473204857685305,0.308188951152833,0.221908899445924,0.6,0.503241412270377,0.418084291827425,0.452062365464618,0.372865994071749,0.302204742473972,0.657142857142857,0.516036792098428,0.412673777858476,0.492573210902272,0.326086637803072,0.207006677924789,0.846153846153846,0.856729876845712,0.963955237568223,0.649336039460703,0.364642373154258,0.222041597649865
"F-F311-B","F-F116-B","F-F116-B__F-F311-B","Diplodus_vulgaris","Sarpa_salpa","Diplodus_vulgaris__Sarpa_salpa",0.555555555555556,0.187095383434336,0.298282507775592,0.414827021405536,0.155247693799046,0.19394552922981,0.466666666666667,0.428182563976142,0.639252511277079,0.386783579005124,0.3026183150149,0.310878460722385,0.636363636363636,0.532773636831988,0.686791580555535,0.497267355885101,0.341488913016938,0.309434150159121,0.62962962962963,0.567216210807674,0.731786189858019,0.51513957543118,0.40753730952892,0.442963286377611,0.725490196078431,0.824773687378106,0.926692410204258,0.557659043281896,0.401718306610988,0.279941063854318,0.881856540084388,0.963634708549282,0.996013600096153,0.671209769722487,0.417583615896092,0.208799828065907
"F-F313-B","F-F116-B","F-F116-B__F-F313-B","Sarpa_salpa","Sparus_aurata","Sarpa_salpa__Sparus_aurata",0.5,0.141048447125756,0.208742070906515,0.350963967519671,0.111949943776601,0.132505874536538,0.428571428571429,0.319025205747243,0.49739878363076,0.327750565829943,0.2232160459631,0.237085578221324,0.578947368421053,0.405985690934477,0.524095517604089,0.419660639005726,0.253657921521219,0.239053219765806,0.5,0.542615555862818,0.726936158683375,0.394270046796585,0.366449134421523,0.387073318494043,0.789473684210526,0.814155921530965,0.947467388161542,0.612635966173555,0.396573666267561,0.253807789045856,0.977859778597786,0.995350457000892,0.999756854274079,0.769387713701324,0.408230117681327,0.17737873725601
"F-F315-B","F-F116-B","F-F116-B__F-F315-B","Sarpa_salpa","Sparus_aurata","Sarpa_salpa__Sparus_aurata",0.333333333333333,0.054441568038881,0.0140682145678919,0.238528478021082,0.0466295955672023,0.0106497734051387,0.272727272727273,0.260200188044261,0.290389380589702,0.220779201945513,0.175870438969186,0.12863697554217,0.384615384615385,0.349411710708604,0.317921108035983,0.284569030953018,0.210977067113572,0.135363179675606,0.529411764705882,0.649600913457508,0.825859068756445,0.419048443071801,0.430104919556839,0.352436903752904,0.741935483870968,0.764531173737499,0.899235097737179,0.577199398661309,0.4110391558165,0.240117873952123,0.96078431372549,0.992485026088616,0.999511254523484,0.75200595394573,0.421702863404933,0.160905173133479
"F-F316-B","F-F116-B","F-F116-B__F-F316-B","Lithognathus_mormyrus","Sarpa_salpa","Lithognathus_mormyrus__Sarpa_salpa",0.428571428571429,0.224973211350798,0.348370865387403,0.29053339481428,0.181553372641141,0.217658686143327,0.454545454545455,0.477428486550582,0.692001904237467,0.34140752538749,0.350954533702913,0.345982050091091,0.466666666666667,0.571176810772818,0.738161780059031,0.365040628963606,0.386095448905793,0.351546529455153,0.5,0.721456302589975,0.836262500904874,0.395945892412561,0.516777386060312,0.509433293860124,0.743589743589744,0.905366943519355,0.943770256377672,0.563148026571376,0.476612339445356,0.324851562890276,0.816425120772947,0.95308365078943,0.993553200818664,0.640054312977698,0.482575351963327,0.257427144196376
"F-F318-B","F-F116-B","F-F116-B__F-F318-B","Lithognathus_mormyrus","Sarpa_salpa","Lithognathus_mormyrus__Sarpa_salpa",0.333333333333333,0.364816860409324,0.473896638922926,0.258318735959037,0.304427194692303,0.331240796071184,0.333333333333333,0.406207204080759,0.547991119700052,0.268608162412807,0.335750574292671,0.369786778541584,0.384615384615385,0.585116143667282,0.691666759357371,0.298435510272824,0.399438271140554,0.391218147631857,0.333333333333333,0.594840377022965,0.738796372665578,0.230211090940965,0.457937311180463,0.540512038950157,0.625,0.647556422480049,0.744048932518942,0.464960903898426,0.414326064051382,0.376730440761967,0.771812080536913,0.837637870623716,0.965986176091121,0.586490412042594,0.434732345264957,0.330567434713333
"F-F319-B","F-F116-B","F-F116-B__F-F319-B","Diplodus_annularis","Sarpa_salpa","Diplodus_annularis__Sarpa_salpa",0.333333333333333,0.0625181774803867,0.0532543916519974,0.239646983027356,0.0493244875423231,0.0353452246919344,0.333333333333333,0.0806558982994534,0.0581938873282346,0.250391914028401,0.0594622681923831,0.0368925804943938,0.523809523809524,0.123539851230379,0.0646399854311484,0.344005651576217,0.0753943710843528,0.0387858412123485,0.571428571428571,0.193835554788137,0.150018982872989,0.398373089411055,0.125428979662239,0.0920772773112501,0.568627450980392,0.238809193652174,0.173680253073552,0.434856646074625,0.124936200208382,0.0666922361546383,0.506849315068493,0.358556062728753,0.357254242747136,0.429105109459909,0.139816418190054,0.0563046460985104
"F-F323-B","F-F116-B","F-F116-B__F-F323-B","Lithognathus_mormyrus","Sarpa_salpa","Lithognathus_mormyrus__Sarpa_salpa",0.538461538461539,0.357463562991622,0.513604701909531,0.440877085317524,0.284934332201914,0.30644183302548,0.5,0.439955950538363,0.654665205046238,0.424336147742276,0.333264456877073,0.341438249760579,0.684210526315789,0.52007752037803,0.684703084454534,0.558341516160217,0.363052567240675,0.339264033437502,0.68,0.633472461553922,0.793894112040393,0.575843371987133,0.48013598431049,0.5047053179807,0.785714285714286,0.859236729620325,0.976195590643201,0.658423938811289,0.466076348501447,0.321389435035914,0.950124688279302,0.988377006496562,0.999539141592767,0.798123113326495,0.478017108705095,0.247125336376146
"F-F324-B","F-F116-B","F-F116-B__F-F324-B","Oblada_melanura","Sarpa_salpa","Oblada_melanura__Sarpa_salpa",0.333333333333333,0.306574456058973,0.502971584198016,0.211728364899984,0.254124620715334,0.353900404902481,0.454545454545455,0.433230622141018,0.643017009362058,0.342123334982033,0.346880127410061,0.430229256202043,0.5,0.440460379017907,0.648163374023332,0.380693723074099,0.34946048774556,0.426736374671458,0.5,0.583413605101932,0.70177189904334,0.404780462159413,0.482929977597802,0.585092448108093,0.72972972972973,0.616618703072349,0.708666385261014,0.583403165040163,0.433755785145625,0.428376161823161,0.909677419354839,0.932432421617817,0.992150284357127,0.726612140030906,0.44103288178742,0.390121089486
"F-F325-B","F-F116-B","F-F116-B__F-F325-B","Pagellus_acarne","Sarpa_salpa","Pagellus_acarne__Sarpa_salpa",0.5,0.344368907466847,0.48389677878555,0.367545676457142,0.283426335220464,0.342338455250912,0.5,0.426536113836022,0.565463350210945,0.38836075413787,0.346365743907792,0.390754281384553,0.764705882352941,0.66966990583621,0.693336052534899,0.562742273827098,0.431565126314924,0.39986913452138,0.777777777777778,0.684086597047619,0.694626827939298,0.572466903395462,0.506886481841954,0.526082496693111,0.941176470588235,0.973372458338296,0.995752521539287,0.753904322016632,0.575150788318548,0.446753247638407,0.985294117647059,0.998304329933324,0.99995145820027,0.821788705613151,0.554703477643692,0.373835302213792
"F-F468-B","F-F116-B","F-F116-B__F-F468-B","Lithognathus_mormyrus","Sarpa_salpa","Lithognathus_mormyrus__Sarpa_salpa",0.333333333333333,0.0306445474916712,0.046180845907843,0.211728073068334,0.0258253837298326,0.0335457546387585,0.555555555555556,0.588232720304012,0.814089829435839,0.391730960747672,0.403824271348332,0.388630362119675,0.714285714285714,0.777798950747023,0.942438317819096,0.477966314431044,0.460495191828542,0.401929270600415,0.777777777777778,0.816850740259641,0.953243546663536,0.553569283530158,0.550938876235505,0.537081658670275,0.882352941176471,0.93445017647038,0.992130439643884,0.686091772216805,0.49260184802547,0.357978762837575,0.962025316455696,0.993320896690911,0.999607945565927,0.808138877430596,0.501592146391294,0.300879550142447
"F-F475-B","F-F116-B","F-F116-B__F-F475-B","Pagellus_acarne","Sarpa_salpa","Pagellus_acarne__Sarpa_salpa",0.5,0.182896300716596,0.225678492141309,0.400287736225417,0.149303272908463,0.142293444709235,0.473684210526316,0.427480141351076,0.592107901071751,0.383274727835602,0.29987742177384,0.276170958522911,0.62962962962963,0.449184938433635,0.598102281994107,0.474291254903938,0.308107522974865,0.27326063764348,0.631578947368421,0.519315025688273,0.703627826516203,0.508408275661507,0.38089964129682,0.38965479578933,0.67741935483871,0.761832154971476,0.930500888122468,0.549867992454259,0.413402283105315,0.268573514900119,0.885462555066079,0.978973872514393,0.998417615583311,0.71334101610784,0.431618728614656,0.191387338601966
"F-F476-B","F-F116-B","F-F116-B__F-F476-B","Pagellus_acarne","Sarpa_salpa","Pagellus_acarne__Sarpa_salpa",0.2,0.532681398220281,0.635838929841578,0.129921244770378,0.435733381766266,0.460856686386728,0.714285714285714,0.655859850619338,0.748728586781916,0.480031640952829,0.530219955976716,0.530741006103936,1,0.966878099388467,0.994214470697453,0.661279643506516,0.634779912459837,0.561795811199658,1,0.966239069775914,0.993203948572073,0.714713123893816,0.741314752592775,0.726620305571095,1,0.97519854161594,0.997573941194575,0.808185587578218,0.636892127622963,0.548922761839809,0.984375,0.997611437303546,0.999867631641568,0.881183530198824,0.638128844394412,0.498567198478266
"F-F487-B","F-F116-B","F-F116-B__F-F487-B","Pagellus_acarne","Sarpa_salpa","Pagellus_acarne__Sarpa_salpa",0.454545454545455,0.223104825305703,0.307003511661102,0.35963202304011,0.180701114136707,0.19207981141634,0.555555555555556,0.26932075320845,0.359056149850913,0.40946929387741,0.209750397360635,0.210103729985562,0.62962962962963,0.302366188439758,0.357646171136809,0.490465107682504,0.222524431862848,0.207796931528155,0.611111111111111,0.420906151317873,0.569497241849797,0.499821161377737,0.338746144732695,0.379354036362901,0.655172413793103,0.648243709341977,0.771839630438656,0.517832701193036,0.340550317947356,0.260129403039102,0.725055432372506,0.82314184002201,0.965295143968913,0.596626159604396,0.377517594056799,0.204349441693654
"F-F519-B","F-F116-B","F-F116-B__F-F519-B","Diplodus_sargus","Sarpa_salpa","Diplodus_sargus__Sarpa_salpa",0.333333333333333,0.183291839500569,0.243597285353366,0.244030721541685,0.148766830371098,0.158043507847597,0.428571428571429,0.24809092152246,0.316271622414103,0.344175126531276,0.191118203864947,0.185740540984598,0.529411764705882,0.271141955748892,0.318931259254786,0.400167085796642,0.19972459739692,0.186347551379208,0.565217391304348,0.33521350922621,0.465689023600543,0.441165314343792,0.271741213976226,0.317756785589912,0.56,0.578712892605845,0.633991069887567,0.444123137563958,0.289998980391203,0.225954765894073,0.617647058823529,0.826610319527744,0.947816528488278,0.510106627932565,0.370559570609049,0.197954138464867
"F-F520-B","F-F116-B","F-F116-B__F-F520-B","Oblada_melanura","Sarpa_salpa","Oblada_melanura__Sarpa_salpa",0.454545454545455,0.309469741436676,0.42933381982049,0.35963202304011,0.243411198230596,0.247233607992567,0.375,0.415879270534971,0.572360540247373,0.31646454576705,0.306368694095422,0.286165575891978,0.478260869565217,0.442712730287656,0.574518133720527,0.392749095156801,0.317569290454164,0.284797416893106,0.483870967741935,0.572503870205345,0.732131930345423,0.412979903905677,0.44478963029203,0.460497557595085,0.678571428571429,0.869290895101879,0.9721694246719,0.546924770716902,0.477033818447417,0.302023118389827,0.958333333333333,0.993381750968958,0.99965762326983,0.770092446670526,0.48576644234121,0.22566940851422
"F-F521-B","F-F116-B","F-F116-B__F-F521-B","Pagrus_pagrus","Sarpa_salpa","Pagrus_pagrus__Sarpa_salpa",0.25,0.396661777267901,0.550979751953378,0.174732432295469,0.313192654507041,0.319501040477102,0.333333333333333,0.639574292997824,0.814590631203408,0.253571247827727,0.45515747544684,0.40037490020398,0.647058823529412,0.916985649845889,0.975328829372801,0.402032700696467,0.566452683174433,0.42321030671156,0.636363636363636,0.917635751153932,0.98042068910972,0.420350011502535,0.653053855660636,0.602394112350923,0.771428571428571,0.928906980492559,0.983601294146926,0.560675770643243,0.565351655960017,0.369460210383799,1,0.990389523737401,0.997638851058882,0.746238532644459,0.570242812403249,0.307470113541645
"F-F522-B","F-F116-B","F-F116-B__F-F522-B","Oblada_melanura","Sarpa_salpa","Oblada_melanura__Sarpa_salpa",1,0.633839912107278,0.667925594295924,0.636472020911009,0.491381600694783,0.398939242785366,0.75,0.633840685265029,0.766500006027047,0.550192651165614,0.486234948033418,0.402103462422553,0.6,0.682571973723149,0.855483557257014,0.498135402154016,0.505130832102202,0.41065173709236,0.666666666666667,0.678229918930823,0.818428765445072,0.560753636034672,0.584488125210089,0.562908464250401,0.851851851851852,0.700189836277925,0.82123520447668,0.71470526008147,0.510251994857887,0.358755716489234,0.970149253731343,0.995176817923748,0.999314515284965,0.833618676978688,0.527006771657563,0.301702987385511
