"species_a","species_b","sp_comb","rank","taxa_name","index","distance"
"Pagellus_erythrinus","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_erythrinus","Order","Flavobacteriales","phylo_q2",0.302711355985885
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Order","Flavobacteriales","phylo_q2",0.137391300173065
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Order","Flavobacteriales","phylo_q2",0.571084359585611
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Order","Flavobacteriales","phylo_q2",0.285736078620934
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Order","Flavobacteriales","phylo_q2",0.447963650204734
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Order","Flavobacteriales","phylo_q2",0.449214984886655
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Order","Flavobacteriales","phylo_q2",0.632335056008595
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Order","Flavobacteriales","phylo_q2",0.49243877754522
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Order","Flavobacteriales","phylo_q2",0.431481440225907
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Order","Flavobacteriales","phylo_q2",0.436467543440954
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Order","Flavobacteriales","phylo_q2",0.432885379221556
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Order","Flavobacteriales","phylo_q2",0.502578853331196
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Order","Flavobacteriales","phylo_q2",0.110424822216219
"Oblada_melanura","Diplodus_vulgaris","Diplodus_vulgaris__Oblada_melanura","Order","Flavobacteriales","phylo_q2",0.420152261014174
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Order","Flavobacteriales","phylo_q2",0.15089519918811
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Order","Flavobacteriales","phylo_q2",0.116931878745884
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Order","Flavobacteriales","phylo_q2",0.0385561841127189
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Order","Flavobacteriales","phylo_q2",0.370673261949445
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Order","Flavobacteriales","phylo_q2",0.119534309670319
"Oblada_melanura","Lithognathus_mormyrus","Lithognathus_mormyrus__Oblada_melanura","Order","Flavobacteriales","phylo_q2",0.547293492936436
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Order","Flavobacteriales","phylo_q2",0.149605745305263
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Order","Flavobacteriales","phylo_q2",0.295849380927387
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Order","Flavobacteriales","phylo_q2",0.112795038033071
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Order","Flavobacteriales","phylo_q2",0.495514187651988
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Order","Flavobacteriales","phylo_q2",0.337245528613107
"Pagellus_acarne","Oblada_melanura","Oblada_melanura__Pagellus_acarne","Order","Flavobacteriales","phylo_q2",0.492243280060893
"Pagellus_erythrinus","Oblada_melanura","Oblada_melanura__Pagellus_erythrinus","Order","Flavobacteriales","phylo_q2",0.544049790984968
"Pagrus_pagrus","Oblada_melanura","Oblada_melanura__Pagrus_pagrus","Order","Flavobacteriales","phylo_q2",0.447056283773141
"Sarpa_salpa","Oblada_melanura","Oblada_melanura__Sarpa_salpa","Order","Flavobacteriales","phylo_q2",0.632335056008595
"Sparus_aurata","Oblada_melanura","Oblada_melanura__Sparus_aurata","Order","Flavobacteriales","phylo_q2",0.532826101712616
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Order","Flavobacteriales","phylo_q2",0.306844804709937
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Order","Flavobacteriales","phylo_q2",0.152378687715538
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Order","Flavobacteriales","phylo_q2",0.51645418981027
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Order","Flavobacteriales","phylo_q2",0.360095141488464
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Order","Flavobacteriales","phylo_q2",0.0936413438009143
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Order","Flavobacteriales","phylo_q2",0.253090038376696
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Order","Flavobacteriales","phylo_q2",0.0580402538311355
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Order","Flavobacteriales","phylo_q2",0.234962491924958
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Order","Flavobacteriales","phylo_q2",0.113990380079491
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Order","Flavobacteriales","phylo_q2",0.424287279662994
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Order","Oceanospirillales","taxo_q0",1
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Order","Oceanospirillales","taxo_q0",1
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q0",1.66666666666667
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Order","Oceanospirillales","taxo_q0",1.66666666666667
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q0",1.5
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Order","Oceanospirillales","taxo_q0",1
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Order","Oceanospirillales","taxo_q0",1.5
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Order","Oceanospirillales","taxo_q0",1.4
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Order","Oceanospirillales","taxo_q0",1
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q0",1.66666666666667
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Order","Oceanospirillales","taxo_q0",1.66666666666667
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q0",1.5
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Order","Oceanospirillales","taxo_q0",3
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Order","Oceanospirillales","taxo_q0",1.5
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Order","Oceanospirillales","taxo_q0",0.666666666666667
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q0",1.25
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Order","Oceanospirillales","taxo_q0",1.25
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q0",0.111111111111111
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Order","Oceanospirillales","taxo_q0",0.666666666666667
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Order","Oceanospirillales","taxo_q0",1.4
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Order","Oceanospirillales","taxo_q0",1
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q0",0.4
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Order","Oceanospirillales","taxo_q0",0.4
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q0",0.818181818181818
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Order","Oceanospirillales","taxo_q0",0.75
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Order","Oceanospirillales","taxo_q0",1
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Order","Oceanospirillales","taxo_q0",0.272727272727273
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Order","Oceanospirillales","taxo_q0",0
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q0",1.28571428571429
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Order","Oceanospirillales","taxo_q0",1.5
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Order","Oceanospirillales","taxo_q0",1.66666666666667
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Order","Oceanospirillales","taxo_q0",0.142857142857143
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q0",1.28571428571429
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Order","Oceanospirillales","taxo_q0",1.5
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Order","Oceanospirillales","taxo_q0",1.66666666666667
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Order","Oceanospirillales","taxo_q0",0.142857142857143
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Order","Oceanospirillales","taxo_q0",1
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Order","Oceanospirillales","taxo_q0",1.5
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Order","Oceanospirillales","taxo_q0",1
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Order","Oceanospirillales","taxo_q0",3
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Order","Oceanospirillales","taxo_q0",1.4
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Order","Oceanospirillales","taxo_q0",1.5
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Order","Oceanospirillales","taxo_q1",1
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Order","Oceanospirillales","taxo_q1",0.902198925991231
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Order","Oceanospirillales","taxo_q1",0.209205797206365
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q1",1
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Order","Oceanospirillales","taxo_q1",1
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q1",1
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Order","Oceanospirillales","taxo_q1",0.12443078281467
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Order","Oceanospirillales","taxo_q1",1
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Order","Oceanospirillales","taxo_q1",1
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Order","Oceanospirillales","taxo_q1",1
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Order","Oceanospirillales","taxo_q1",0.839100156476182
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q1",1
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Order","Oceanospirillales","taxo_q1",1
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q1",1
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Order","Oceanospirillales","taxo_q1",1
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Order","Oceanospirillales","taxo_q1",0
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Order","Oceanospirillales","taxo_q1",1
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Order","Oceanospirillales","taxo_q1",0.777013579823073
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q1",1
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Order","Oceanospirillales","taxo_q1",1
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q1",0.0341980163575653
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Order","Oceanospirillales","taxo_q1",0.798927304367049
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Order","Oceanospirillales","taxo_q1",1
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Order","Oceanospirillales","taxo_q1",0.955966059776276
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q1",0.934087094659261
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Order","Oceanospirillales","taxo_q1",0.932909144927159
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q1",0.896513330052456
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Order","Oceanospirillales","taxo_q1",0.028051901223501
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Order","Oceanospirillales","taxo_q1",0.839100156476182
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Order","Oceanospirillales","taxo_q1",0.92396236868298
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Order","Oceanospirillales","taxo_q1",0.00174641201928538
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q1",1
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Order","Oceanospirillales","taxo_q1",1
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Order","Oceanospirillales","taxo_q1",1
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Order","Oceanospirillales","taxo_q1",0.00926093821143881
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q1",1
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Order","Oceanospirillales","taxo_q1",1
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Order","Oceanospirillales","taxo_q1",1
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Order","Oceanospirillales","taxo_q1",0.00970022332765996
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Order","Oceanospirillales","taxo_q1",0.918118183468658
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Order","Oceanospirillales","taxo_q1",1
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Order","Oceanospirillales","taxo_q1",0.964398350222011
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Order","Oceanospirillales","taxo_q1",1
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Order","Oceanospirillales","taxo_q1",1
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Order","Oceanospirillales","taxo_q1",1
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Order","Oceanospirillales","taxo_q2",1
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Order","Oceanospirillales","taxo_q2",0.935612275086737
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Order","Oceanospirillales","taxo_q2",0.141421278980519
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q2",1
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Order","Oceanospirillales","taxo_q2",1
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q2",1
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Order","Oceanospirillales","taxo_q2",0.0604026845637586
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Order","Oceanospirillales","taxo_q2",1
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Order","Oceanospirillales","taxo_q2",1
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Order","Oceanospirillales","taxo_q2",1
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Order","Oceanospirillales","taxo_q2",0.897325813343594
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q2",1
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Order","Oceanospirillales","taxo_q2",1
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q2",1
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Order","Oceanospirillales","taxo_q2",1
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Order","Oceanospirillales","taxo_q2",0
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Order","Oceanospirillales","taxo_q2",1
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Order","Oceanospirillales","taxo_q2",0.854423217249803
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q2",1
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Order","Oceanospirillales","taxo_q2",0.999999999999999
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q2",0.0468600642706611
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Order","Oceanospirillales","taxo_q2",0.880607341125171
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Order","Oceanospirillales","taxo_q2",1
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Order","Oceanospirillales","taxo_q2",0.982121483481008
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Order","Oceanospirillales","taxo_q2",0.984222716619715
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Order","Oceanospirillales","taxo_q2",0.982846258482405
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q2",0.949342690846923
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Order","Oceanospirillales","taxo_q2",0.0164412964024561
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Order","Oceanospirillales","taxo_q2",0.897325813343594
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Order","Oceanospirillales","taxo_q2",0.981826603981144
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Order","Oceanospirillales","taxo_q2",0.00338601746484946
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q2",1
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Order","Oceanospirillales","taxo_q2",1
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Order","Oceanospirillales","taxo_q2",1
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Order","Oceanospirillales","taxo_q2",0.00687237055549739
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Order","Oceanospirillales","taxo_q2",1
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Order","Oceanospirillales","taxo_q2",1
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Order","Oceanospirillales","taxo_q2",1
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Order","Oceanospirillales","taxo_q2",0.00779046273471451
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Order","Oceanospirillales","taxo_q2",0.96793477585414
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Order","Oceanospirillales","taxo_q2",1
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Order","Oceanospirillales","taxo_q2",0.992497690224395
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Order","Oceanospirillales","taxo_q2",1
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Order","Oceanospirillales","taxo_q2",1
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Order","Oceanospirillales","taxo_q2",1
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Order","Oceanospirillales","phylo_q0",0.515225140474892
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Order","Oceanospirillales","phylo_q0",0.460988547554063
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Order","Oceanospirillales","phylo_q0",0.61511742320141
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Order","Oceanospirillales","phylo_q0",0.736650847955834
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Order","Oceanospirillales","phylo_q0",0.736650847955834
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Order","Oceanospirillales","phylo_q0",0.696567072833034
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Order","Oceanospirillales","phylo_q0",0.204842411538017
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Order","Oceanospirillales","phylo_q0",0.515225140474892
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Order","Oceanospirillales","phylo_q0",0.734741657468988
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Order","Oceanospirillales","phylo_q0",0.736329256973364
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Order","Oceanospirillales","phylo_q0",0.61511742320141
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Order","Oceanospirillales","phylo_q0",0.736650847955834
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Order","Oceanospirillales","phylo_q0",0.736650847955834
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Order","Oceanospirillales","phylo_q0",0.69381341049023
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Order","Oceanospirillales","phylo_q0",0.614527591753018
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Order","Oceanospirillales","phylo_q0",0
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Order","Oceanospirillales","phylo_q0",0.732334182563447
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Order","Oceanospirillales","phylo_q0",0.412050604813567
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Order","Oceanospirillales","phylo_q0",0.83112133077891
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Order","Oceanospirillales","phylo_q0",0.83112133077891
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Order","Oceanospirillales","phylo_q0",0.105024269575811
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Order","Oceanospirillales","phylo_q0",0.282856253684199
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Order","Oceanospirillales","phylo_q0",0.736329256973364
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Order","Oceanospirillales","phylo_q0",0.627255884381883
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Order","Oceanospirillales","phylo_q0",0.341957667320347
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Order","Oceanospirillales","phylo_q0",0.341957667320347
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Order","Oceanospirillales","phylo_q0",0.525874423037104
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Order","Oceanospirillales","phylo_q0",0.4694233575685
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Order","Oceanospirillales","phylo_q0",0.61511742320141
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Order","Oceanospirillales","phylo_q0",0.224954251856831
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Order","Oceanospirillales","phylo_q0",0
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Order","Oceanospirillales","phylo_q0",0.810662786915079
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Order","Oceanospirillales","phylo_q0",0.774626011743735
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Order","Oceanospirillales","phylo_q0",0.736650847955834
