"species_a","species_b","sp_comb","rank","taxa_name","index","distance"
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Phylum","Actinobacteria","taxo_q0",0.333333333333333
"Diplodus_puntazzo","Boops_boops","Boops_boops__Diplodus_puntazzo","Phylum","Actinobacteria","taxo_q0",1
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Phylum","Actinobacteria","taxo_q0",0.714285714285714
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q0",0.75
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q0",1
"Oblada_melanura","Boops_boops","Boops_boops__Oblada_melanura","Phylum","Actinobacteria","taxo_q0",1
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Phylum","Actinobacteria","taxo_q0",1
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q0",1
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q0",1.66666666666667
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Phylum","Actinobacteria","taxo_q0",1
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Phylum","Actinobacteria","taxo_q0",1
"Diplodus_puntazzo","Diplodus_annularis","Diplodus_annularis__Diplodus_puntazzo","Phylum","Actinobacteria","taxo_q0",1
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Phylum","Actinobacteria","taxo_q0",1
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q0",1
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q0",1
"Oblada_melanura","Diplodus_annularis","Diplodus_annularis__Oblada_melanura","Phylum","Actinobacteria","taxo_q0",1
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Phylum","Actinobacteria","taxo_q0",1
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q0",1
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q0",2
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Phylum","Actinobacteria","taxo_q0",1
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Phylum","Actinobacteria","taxo_q0",1
"Diplodus_sargus","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_sargus","Phylum","Actinobacteria","taxo_q0",1.2
"Diplodus_vulgaris","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q0",0.818181818181818
"Lithognathus_mormyrus","Diplodus_puntazzo","Diplodus_puntazzo__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q0",1
"Oblada_melanura","Diplodus_puntazzo","Diplodus_puntazzo__Oblada_melanura","Phylum","Actinobacteria","taxo_q0",1.4
"Pagellus_acarne","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_acarne","Phylum","Actinobacteria","taxo_q0",0.5
"Pagellus_erythrinus","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q0",0.25
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q0",0.666666666666667
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Phylum","Actinobacteria","taxo_q0",1.22222222222222
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Phylum","Actinobacteria","taxo_q0",1
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q0",0.272727272727273
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q0",0.714285714285714
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Phylum","Actinobacteria","taxo_q0",1
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Phylum","Actinobacteria","taxo_q0",0.5
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q0",1.25
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q0",1.33333333333333
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q0",0.111111111111111
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Phylum","Actinobacteria","taxo_q0",1.4
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q0",1
"Oblada_melanura","Diplodus_vulgaris","Diplodus_vulgaris__Oblada_melanura","Phylum","Actinobacteria","taxo_q0",1.33333333333333
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Phylum","Actinobacteria","taxo_q0",0.230769230769231
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q0",0.777777777777778
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q0",1.28571428571429
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Phylum","Actinobacteria","taxo_q0",0.4
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Phylum","Actinobacteria","taxo_q0",1
"Oblada_melanura","Lithognathus_mormyrus","Lithognathus_mormyrus__Oblada_melanura","Phylum","Actinobacteria","taxo_q0",1
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Phylum","Actinobacteria","taxo_q0",1
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q0",1.4
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q0",1
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q0",0.666666666666667
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Phylum","Actinobacteria","taxo_q0",2
"Pagellus_acarne","Oblada_melanura","Oblada_melanura__Pagellus_acarne","Phylum","Actinobacteria","taxo_q0",1.28571428571429
"Pagellus_erythrinus","Oblada_melanura","Oblada_melanura__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q0",1.66666666666667
"Pagrus_pagrus","Oblada_melanura","Oblada_melanura__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q0",3
"Sarpa_salpa","Oblada_melanura","Oblada_melanura__Sarpa_salpa","Phylum","Actinobacteria","taxo_q0",1
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q0",0.6
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q0",1
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Phylum","Actinobacteria","taxo_q0",0.454545454545455
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Phylum","Actinobacteria","taxo_q0",1
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q0",1
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q0",1.28571428571429
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Phylum","Actinobacteria","taxo_q0",1
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q0",1.4
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Phylum","Actinobacteria","taxo_q0",3
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Phylum","Actinobacteria","taxo_q0",1.5
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Phylum","Actinobacteria","taxo_q1",0.149208391114059
"Diplodus_puntazzo","Boops_boops","Boops_boops__Diplodus_puntazzo","Phylum","Actinobacteria","taxo_q1",0.989791063273859
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Phylum","Actinobacteria","taxo_q1",0.622839349221399
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q1",0.939355383943548
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q1",0.54263451343797
"Oblada_melanura","Boops_boops","Boops_boops__Oblada_melanura","Phylum","Actinobacteria","taxo_q1",0.526244976810275
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Phylum","Actinobacteria","taxo_q1",0.939305867446428
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q1",0.764559673026595
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q1",1
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Phylum","Actinobacteria","taxo_q1",0.89251038326629
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",0.178092482289411
"Diplodus_puntazzo","Diplodus_annularis","Diplodus_annularis__Diplodus_puntazzo","Phylum","Actinobacteria","taxo_q1",0.990462685832117
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Phylum","Actinobacteria","taxo_q1",0.796549073261276
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q1",0.968942792065716
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q1",0.198506913715729
"Oblada_melanura","Diplodus_annularis","Diplodus_annularis__Oblada_melanura","Phylum","Actinobacteria","taxo_q1",0.165236534223597
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Phylum","Actinobacteria","taxo_q1",0.944930895134259
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q1",0.795757347540741
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q1",1
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Phylum","Actinobacteria","taxo_q1",0.851081950988471
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",0.334791729655005
"Diplodus_sargus","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_sargus","Phylum","Actinobacteria","taxo_q1",1
"Diplodus_vulgaris","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q1",0.690562317582696
"Lithognathus_mormyrus","Diplodus_puntazzo","Diplodus_puntazzo__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q1",0.790777094370647
"Oblada_melanura","Diplodus_puntazzo","Diplodus_puntazzo__Oblada_melanura","Phylum","Actinobacteria","taxo_q1",1
"Pagellus_acarne","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_acarne","Phylum","Actinobacteria","taxo_q1",0.49224890624553
"Pagellus_erythrinus","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q1",0.253488033364206
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q1",0.264649322894171
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Phylum","Actinobacteria","taxo_q1",1
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",0.989051061949259
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q1",0.161420410140035
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q1",0.74779468060267
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Phylum","Actinobacteria","taxo_q1",0.770267962811124
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Phylum","Actinobacteria","taxo_q1",0.278022608248816
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q1",1
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q1",1
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q1",0.0773908228732743
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",1
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q1",0.967550964832672
"Oblada_melanura","Diplodus_vulgaris","Diplodus_vulgaris__Oblada_melanura","Phylum","Actinobacteria","taxo_q1",1
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Phylum","Actinobacteria","taxo_q1",0.230420823099722
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q1",0.559308636922047
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q1",1
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Phylum","Actinobacteria","taxo_q1",0.0971819306119943
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",0.96313120206812
"Oblada_melanura","Lithognathus_mormyrus","Lithognathus_mormyrus__Oblada_melanura","Phylum","Actinobacteria","taxo_q1",0.0409597324233895
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Phylum","Actinobacteria","taxo_q1",0.966243616480905
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q1",1
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q1",0.74676355905794
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q1",0.80682670183074
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",1
"Pagellus_acarne","Oblada_melanura","Oblada_melanura__Pagellus_acarne","Phylum","Actinobacteria","taxo_q1",1
"Pagellus_erythrinus","Oblada_melanura","Oblada_melanura__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q1",1
"Pagrus_pagrus","Oblada_melanura","Oblada_melanura__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q1",1
"Sarpa_salpa","Oblada_melanura","Oblada_melanura__Sarpa_salpa","Phylum","Actinobacteria","taxo_q1",0.833508179056571
"Sparus_aurata","Oblada_melanura","Oblada_melanura__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",1
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q1",0.636265858478828
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q1",0.577019371336077
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Phylum","Actinobacteria","taxo_q1",0.213438199038436
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",0.933097123011806
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q1",0.619755201516355
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q1",1
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",0.729807533929169
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q1",1
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",1
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Phylum","Actinobacteria","taxo_q1",1
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Phylum","Actinobacteria","taxo_q2",0.160406765803056
"Diplodus_puntazzo","Boops_boops","Boops_boops__Diplodus_puntazzo","Phylum","Actinobacteria","taxo_q2",0.994821297000883
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Phylum","Actinobacteria","taxo_q2",0.718321115070491
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q2",0.970152377572424
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q2",0.554517430494029
"Oblada_melanura","Boops_boops","Boops_boops__Oblada_melanura","Phylum","Actinobacteria","taxo_q2",0.565217391304348
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Phylum","Actinobacteria","taxo_q2",0.951232561010741
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q2",0.814224514242788
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q2",1
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Phylum","Actinobacteria","taxo_q2",0.952720708329752
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",0.0909090909090911
"Diplodus_puntazzo","Diplodus_annularis","Diplodus_annularis__Diplodus_puntazzo","Phylum","Actinobacteria","taxo_q2",0.99712372286933
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Phylum","Actinobacteria","taxo_q2",0.796878172510784
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q2",0.987539690626087
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q2",0.0918398787813022
"Oblada_melanura","Diplodus_annularis","Diplodus_annularis__Oblada_melanura","Phylum","Actinobacteria","taxo_q2",0.102616726526424
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Phylum","Actinobacteria","taxo_q2",0.972990041730934
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q2",0.888787621680463
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q2",1
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Phylum","Actinobacteria","taxo_q2",0.875134509968341
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",0.339358055468993
"Diplodus_sargus","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_sargus","Phylum","Actinobacteria","taxo_q2",1
"Diplodus_vulgaris","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q2",0.578897175850456
"Lithognathus_mormyrus","Diplodus_puntazzo","Diplodus_puntazzo__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q2",0.896402227623433
"Oblada_melanura","Diplodus_puntazzo","Diplodus_puntazzo__Oblada_melanura","Phylum","Actinobacteria","taxo_q2",1
"Pagellus_acarne","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_acarne","Phylum","Actinobacteria","taxo_q2",0.440256673243894
"Pagellus_erythrinus","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q2",0.221333407348299
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q2",0.220895444204822
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Phylum","Actinobacteria","taxo_q2",1
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",0.995285223367697
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Phylum","Actinobacteria","taxo_q2",0.11565168892279
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q2",0.78652773524813
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Phylum","Actinobacteria","taxo_q2",0.802700837851158
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Phylum","Actinobacteria","taxo_q2",0.244612512835798
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q2",1
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q2",1
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q2",0.0628171396547847
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",1
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Phylum","Actinobacteria","taxo_q2",0.995239063550239
"Oblada_melanura","Diplodus_vulgaris","Diplodus_vulgaris__Oblada_melanura","Phylum","Actinobacteria","taxo_q2",1
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Phylum","Actinobacteria","taxo_q2",0.23965581812035
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q2",0.44527507630248
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q2",1
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Phylum","Actinobacteria","taxo_q2",0.0594835939235756
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",0.979944970956894
"Oblada_melanura","Lithognathus_mormyrus","Lithognathus_mormyrus__Oblada_melanura","Phylum","Actinobacteria","taxo_q2",0.00640999469236125
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Phylum","Actinobacteria","taxo_q2",0.994207830190833
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q2",1
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q2",0.859826853339526
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q2",0.863733406246229
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",1
"Pagellus_acarne","Oblada_melanura","Oblada_melanura__Pagellus_acarne","Phylum","Actinobacteria","taxo_q2",1
"Pagellus_erythrinus","Oblada_melanura","Oblada_melanura__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q2",1
"Pagrus_pagrus","Oblada_melanura","Oblada_melanura__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q2",1
"Sarpa_salpa","Oblada_melanura","Oblada_melanura__Sarpa_salpa","Phylum","Actinobacteria","taxo_q2",0.875283446712019
"Sparus_aurata","Oblada_melanura","Oblada_melanura__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",1
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Phylum","Actinobacteria","taxo_q2",0.715543000073946
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q2",0.454232152502404
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Phylum","Actinobacteria","taxo_q2",0.202864803838555
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",0.957561106634434
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Phylum","Actinobacteria","taxo_q2",0.665343990935903
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q2",1
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",0.805360561582642
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Phylum","Actinobacteria","taxo_q2",1
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",1
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Phylum","Actinobacteria","taxo_q2",1
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Phylum","Actinobacteria","phylo_q0",0.0911213876750872
"Diplodus_puntazzo","Boops_boops","Boops_boops__Diplodus_puntazzo","Phylum","Actinobacteria","phylo_q0",0.376174973427256
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Phylum","Actinobacteria","phylo_q0",0.345220675535
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q0",0.407969541027179
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q0",0.447265705193836
"Oblada_melanura","Boops_boops","Boops_boops__Oblada_melanura","Phylum","Actinobacteria","phylo_q0",0.204587936923735
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Phylum","Actinobacteria","phylo_q0",0.505632453493361
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q0",0.350087247743042
